id,referencia,marca,capacidad,consumo,ciudad,responsable
4693,ACH22,kalley,2126,2454,itagui,Martha builes
8541,ACH01,sony,705,583,Envigado,Pedro Perez
7305,ACH01,sony,111,362,Medellin,Jhon doe
1064,ACH43,sony,627,979,Envigado,Carlos Zapata
8837,ACH43,kalley,2067,2203,itagui,Martha builes
2237,ACH01,kalley,797,550,Envigado,Pedro Perez
9545,ACH01,kalley,221,235,Medellin,Jhon doe
9146,ACH43,sony,568,552,Envigado,Martha builes
4167,ACH43,rico,2062,2007,itagui,Martha builes
8080,ACH22,rico,1858,1633,La estrella,Ana Rubio
7659,ACH01,rico,800,920,Envigado,Carlos Zapata
5589,ACH22,sony,1109,1289,Sabaneta,Pedro Perez
6405,ACH22,kalley,2012,2128,itagui,Martha builes
5588,ACH43,rico,2145,2278,itagui,Ana Rubio
3942,ACH22,kalley,2373,2302,itagui,Jhon doe
7008,ACH01,sony,2234,2241,itagui,Martha builes
9475,ACH01,sony,1220,1355,Sabaneta,Martha builes
832,ACH22,sony,583,555,Envigado,Carlos Zapata
6218,ACH01,sony,1538,1724,La estrella,Ana Rubio
4754,ACH43,rico,1864,1940,La estrella,Ana Rubio
1304,ACH22,sony,1603,1542,La estrella,Martha builes
4248,ACH01,sony,962,544,Envigado,Carlos Zapata
465,ACH01,sony,1167,1392,Sabaneta,Ana Rubio
4505,ACH22,sony,1102,1164,Sabaneta,Carlos Zapata
1348,ACH01,sony,2108,2122,itagui,Martha builes
6338,ACH43,kalley,1780,1506,La estrella,Jhon doe
1489,ACH22,kalley,1473,1271,Sabaneta,Martha builes
4044,ACH43,kalley,1969,1969,La estrella,Martha builes
1113,ACH22,rico,697,560,Envigado,Carlos Zapata
9886,ACH01,sony,1843,1563,La estrella,Carlos Zapata
9061,ACH22,kalley,2099,2161,itagui,Pedro Perez
2020,ACH43,sony,335,194,Medellin,Ana Rubio
4770,ACH43,kalley,2130,2424,itagui,Ana Rubio
1351,ACH22,rico,1576,1966,La estrella,Pedro Perez
3387,ACH22,sony,586,889,Envigado,Pedro Perez
8334,ACH43,sony,1605,1969,La estrella,Carlos Zapata
601,ACH01,sony,200,405,Medellin,Ana Rubio
2463,ACH22,sony,1278,1352,Sabaneta,Martha builes
8885,ACH01,kalley,966,995,Envigado,Carlos Zapata
3272,ACH22,sony,1374,1427,Sabaneta,Ana Rubio
7923,ACH01,rico,2359,2364,itagui,Martha builes
617,ACH22,sony,1748,1649,La estrella,Carlos Zapata
3817,ACH43,kalley,524,568,Envigado,Jhon doe
945,ACH22,sony,1335,1128,Sabaneta,Pedro Perez
4045,ACH22,sony,1188,1281,Sabaneta,Pedro Perez
9753,ACH01,kalley,849,561,Envigado,Pedro Perez
8861,ACH01,kalley,2403,2090,itagui,Martha builes
8742,ACH01,rico,460,139,Medellin,Jhon doe
40,ACH01,rico,209,364,Medellin,Pedro Perez
7632,ACH43,rico,1184,1094,Sabaneta,Carlos Zapata
7128,ACH01,kalley,143,115,Medellin,Jhon doe
3087,ACH01,sony,1375,1238,Sabaneta,Ana Rubio
7407,ACH01,kalley,2078,2468,itagui,Martha builes
6432,ACH01,kalley,1675,1993,La estrella,Jhon doe
1849,ACH22,sony,1017,1062,Sabaneta,Carlos Zapata
8832,ACH43,kalley,2281,2382,itagui,Ana Rubio
5579,ACH01,sony,546,777,Envigado,Martha builes
9033,ACH01,rico,183,352,Medellin,Martha builes
1724,ACH22,kalley,2151,2236,itagui,Martha builes
5059,ACH01,rico,1743,1705,La estrella,Jhon doe
7619,ACH22,rico,1890,1557,La estrella,Pedro Perez
618,ACH43,rico,1877,1794,La estrella,Jhon doe
3143,ACH43,kalley,1485,1144,Sabaneta,Carlos Zapata
8615,ACH43,kalley,1745,1734,La estrella,Carlos Zapata
3554,ACH01,rico,1543,1701,La estrella,Pedro Perez
5670,ACH01,sony,1108,1181,Sabaneta,Martha builes
7776,ACH22,sony,1064,1277,Sabaneta,Pedro Perez
9657,ACH22,rico,905,706,Envigado,Jhon doe
879,ACH22,kalley,707,761,Envigado,Ana Rubio
9595,ACH22,sony,663,723,Envigado,Jhon doe
6341,ACH43,kalley,2483,2456,itagui,Ana Rubio
2137,ACH01,sony,1642,1912,La estrella,Martha builes
5742,ACH22,rico,2031,2419,itagui,Carlos Zapata
2446,ACH01,sony,2390,2363,itagui,Ana Rubio
1893,ACH01,sony,1358,1394,Sabaneta,Pedro Perez
3201,ACH43,rico,1678,1888,La estrella,Pedro Perez
9806,ACH22,rico,2464,2187,itagui,Ana Rubio
4470,ACH22,rico,303,122,Medellin,Pedro Perez
2166,ACH22,rico,457,463,Medellin,Carlos Zapata
7968,ACH43,sony,1476,1195,Sabaneta,Carlos Zapata
6984,ACH01,sony,230,120,Medellin,Martha builes
8782,ACH01,sony,1024,1338,Sabaneta,Martha builes
3121,ACH22,rico,1494,1376,Sabaneta,Carlos Zapata
5388,ACH22,kalley,198,231,Medellin,Jhon doe
9530,ACH43,rico,1128,1262,Sabaneta,Ana Rubio
3375,ACH01,rico,556,558,Envigado,Ana Rubio
3567,ACH22,kalley,1881,1783,La estrella,Jhon doe
5530,ACH01,kalley,1851,1962,La estrella,Jhon doe
5045,ACH43,rico,751,604,Envigado,Jhon doe
5377,ACH22,sony,226,225,Medellin,Martha builes
6309,ACH22,rico,2482,2446,itagui,Pedro Perez
2114,ACH22,rico,1519,1803,La estrella,Pedro Perez
1244,ACH43,rico,2116,2182,itagui,Martha builes
639,ACH43,kalley,2205,2132,itagui,Pedro Perez
2118,ACH01,kalley,875,533,Envigado,Martha builes
6900,ACH22,kalley,561,982,Envigado,Martha builes
8193,ACH01,rico,896,763,Envigado,Carlos Zapata
4529,ACH43,rico,2291,2366,itagui,Martha builes
4444,ACH22,kalley,534,829,Envigado,Martha builes
8311,ACH43,rico,1899,1722,La estrella,Pedro Perez
2986,ACH43,kalley,1627,1940,La estrella,Ana Rubio
558,ACH22,rico,1148,1470,Sabaneta,Pedro Perez
5152,ACH01,kalley,2349,2110,itagui,Pedro Perez
1994,ACH43,sony,2456,2152,itagui,Jhon doe
8488,ACH43,kalley,2252,2193,itagui,Ana Rubio
1552,ACH22,kalley,1665,1832,La estrella,Martha builes
2592,ACH22,kalley,2302,2388,itagui,Jhon doe
2433,ACH22,rico,313,307,Medellin,Pedro Perez
2863,ACH22,rico,1906,1574,La estrella,Carlos Zapata
1758,ACH43,kalley,2226,2209,itagui,Carlos Zapata
3674,ACH43,sony,193,411,Medellin,Carlos Zapata
1292,ACH22,sony,2215,2288,itagui,Carlos Zapata
1729,ACH01,rico,1876,1672,La estrella,Carlos Zapata
3302,ACH43,sony,1978,1579,La estrella,Jhon doe
7738,ACH22,rico,2327,2141,itagui,Carlos Zapata
6181,ACH01,sony,1570,1985,La estrella,Jhon doe
4732,ACH43,sony,829,881,Envigado,Carlos Zapata
2162,ACH43,kalley,1896,1870,La estrella,Jhon doe
7257,ACH22,kalley,1699,1835,La estrella,Pedro Perez
2663,ACH01,kalley,947,620,Envigado,Martha builes
6344,ACH22,kalley,1682,1624,La estrella,Ana Rubio
6322,ACH22,rico,1876,1589,La estrella,Pedro Perez
1958,ACH22,kalley,195,424,Medellin,Ana Rubio
4141,ACH43,kalley,1244,1155,Sabaneta,Pedro Perez
9288,ACH22,rico,1140,1165,Sabaneta,Carlos Zapata
9879,ACH43,kalley,2048,2012,itagui,Martha builes
7041,ACH01,rico,1830,1730,La estrella,Jhon doe
5155,ACH43,kalley,481,342,Medellin,Martha builes
2357,ACH22,rico,974,664,Envigado,Carlos Zapata
883,ACH43,rico,2186,2188,itagui,Carlos Zapata
6548,ACH43,sony,1786,1853,La estrella,Pedro Perez
2875,ACH22,sony,1583,1663,La estrella,Jhon doe
6911,ACH22,sony,1597,1536,La estrella,Carlos Zapata
3419,ACH01,rico,2151,2208,itagui,Ana Rubio
7685,ACH43,rico,2480,2454,itagui,Pedro Perez
370,ACH43,rico,171,280,Medellin,Martha builes
7537,ACH22,kalley,448,198,Medellin,Ana Rubio
1414,ACH22,rico,250,220,Medellin,Jhon doe
7470,ACH01,sony,310,129,Medellin,Pedro Perez
8813,ACH22,sony,173,331,Medellin,Ana Rubio
1393,ACH43,rico,1527,1982,La estrella,Pedro Perez
1698,ACH43,rico,1757,1792,La estrella,Martha builes
9654,ACH22,rico,1564,1595,La estrella,Ana Rubio
9307,ACH22,sony,214,104,Medellin,Ana Rubio
3151,ACH43,sony,2278,2079,itagui,Martha builes
9203,ACH22,sony,1106,1159,Sabaneta,Carlos Zapata
9104,ACH43,sony,207,213,Medellin,Jhon doe
8768,ACH43,kalley,178,410,Medellin,Carlos Zapata
778,ACH01,sony,1216,1251,Sabaneta,Carlos Zapata
10000,ACH22,kalley,472,455,Medellin,Pedro Perez
3743,ACH43,rico,1617,1992,La estrella,Jhon doe
6584,ACH22,kalley,797,738,Envigado,Martha builes
3000,ACH43,rico,1750,1988,La estrella,Ana Rubio
4481,ACH01,rico,567,992,Envigado,Martha builes
5515,ACH22,sony,361,230,Medellin,Ana Rubio
1682,ACH01,kalley,831,646,Envigado,Jhon doe
3470,ACH22,rico,389,477,Medellin,Ana Rubio
4813,ACH43,sony,1305,1082,Sabaneta,Martha builes
1647,ACH22,kalley,1653,1918,La estrella,Martha builes
6829,ACH22,sony,1260,1187,Sabaneta,Carlos Zapata
6740,ACH01,rico,1973,1845,La estrella,Ana Rubio
234,ACH43,rico,1336,1022,Sabaneta,Ana Rubio
8847,ACH43,kalley,1725,1629,La estrella,Ana Rubio
1784,ACH22,sony,2417,2297,itagui,Ana Rubio
8508,ACH22,kalley,1893,1714,La estrella,Pedro Perez
7180,ACH43,rico,917,827,Envigado,Ana Rubio
3208,ACH43,kalley,2041,2071,itagui,Carlos Zapata
7774,ACH01,sony,650,750,Envigado,Jhon doe
6918,ACH22,kalley,814,714,Envigado,Martha builes
4926,ACH43,rico,478,217,Medellin,Ana Rubio
9069,ACH01,rico,156,398,Medellin,Jhon doe
6514,ACH22,kalley,2399,2296,itagui,Pedro Perez
1413,ACH01,sony,2373,2408,itagui,Martha builes
7543,ACH43,kalley,1055,1154,Sabaneta,Carlos Zapata
5104,ACH43,kalley,2331,2241,itagui,Jhon doe
4144,ACH43,kalley,1138,1295,Sabaneta,Carlos Zapata
5615,ACH01,rico,1601,1726,La estrella,Carlos Zapata
1168,ACH22,sony,870,901,Envigado,Jhon doe
4814,ACH22,sony,210,428,Medellin,Ana Rubio
7846,ACH01,kalley,1761,1851,La estrella,Martha builes
767,ACH22,rico,875,802,Envigado,Ana Rubio
6245,ACH01,rico,135,273,Medellin,Jhon doe
2642,ACH22,sony,617,756,Envigado,Ana Rubio
1047,ACH01,rico,1083,1436,Sabaneta,Pedro Perez
5902,ACH01,rico,313,187,Medellin,Martha builes
2863,ACH22,sony,2153,2272,itagui,Jhon doe
1292,ACH22,sony,345,104,Medellin,Jhon doe
1162,ACH01,sony,2098,2498,itagui,Carlos Zapata
681,ACH43,sony,1080,1372,Sabaneta,Jhon doe
7725,ACH22,rico,167,207,Medellin,Jhon doe
727,ACH43,rico,791,952,Envigado,Jhon doe
9200,ACH43,sony,1392,1251,Sabaneta,Pedro Perez
2241,ACH43,rico,1656,1662,La estrella,Jhon doe
1900,ACH01,kalley,308,291,Medellin,Ana Rubio
9437,ACH22,kalley,2162,2110,itagui,Pedro Perez
5548,ACH22,rico,148,488,Medellin,Pedro Perez
9371,ACH22,sony,132,371,Medellin,Jhon doe
3749,ACH22,rico,2086,2486,itagui,Ana Rubio
2549,ACH01,sony,666,644,Envigado,Martha builes
4247,ACH22,rico,1383,1186,Sabaneta,Pedro Perez
7506,ACH43,kalley,814,635,Envigado,Jhon doe
7369,ACH22,kalley,2172,2347,itagui,Ana Rubio
2119,ACH22,rico,605,802,Envigado,Carlos Zapata
7214,ACH43,sony,2413,2066,itagui,Carlos Zapata
3661,ACH01,sony,1888,1801,La estrella,Martha builes
3073,ACH43,kalley,246,432,Medellin,Ana Rubio
9745,ACH22,rico,723,938,Envigado,Jhon doe
6832,ACH43,rico,844,518,Envigado,Carlos Zapata
7740,ACH22,kalley,789,858,Envigado,Pedro Perez
445,ACH43,sony,269,106,Medellin,Pedro Perez
9932,ACH22,sony,538,696,Envigado,Ana Rubio
6446,ACH22,kalley,120,350,Medellin,Pedro Perez
9912,ACH01,kalley,201,359,Medellin,Martha builes
7684,ACH22,kalley,1192,1279,Sabaneta,Carlos Zapata
947,ACH43,rico,1797,1868,La estrella,Carlos Zapata
1165,ACH01,rico,2285,2292,itagui,Carlos Zapata
9674,ACH22,kalley,120,109,Medellin,Jhon doe
1732,ACH43,rico,821,638,Envigado,Martha builes
5935,ACH22,sony,104,187,Medellin,Martha builes
7950,ACH01,rico,544,658,Envigado,Carlos Zapata
7582,ACH22,kalley,1718,1660,La estrella,Martha builes
4704,ACH01,sony,841,611,Envigado,Ana Rubio
7637,ACH43,rico,2351,2035,itagui,Martha builes
1721,ACH22,kalley,654,652,Envigado,Martha builes
3710,ACH43,kalley,2134,2112,itagui,Ana Rubio
9592,ACH43,rico,1675,1997,La estrella,Carlos Zapata
8307,ACH22,sony,1545,1935,La estrella,Carlos Zapata
4916,ACH22,rico,151,176,Medellin,Martha builes
8556,ACH43,rico,1914,1968,La estrella,Jhon doe
7084,ACH01,rico,701,969,Envigado,Pedro Perez
7880,ACH22,rico,2205,2059,itagui,Martha builes
5693,ACH22,rico,263,152,Medellin,Pedro Perez
7976,ACH43,sony,2183,2456,itagui,Carlos Zapata
8120,ACH43,rico,1939,1875,La estrella,Jhon doe
8635,ACH43,rico,1032,1189,Sabaneta,Pedro Perez
8927,ACH43,sony,1967,1989,La estrella,Jhon doe
7051,ACH01,rico,834,870,Envigado,Martha builes
8419,ACH01,rico,1453,1309,Sabaneta,Carlos Zapata
4371,ACH22,sony,2259,2338,itagui,Carlos Zapata
803,ACH01,rico,2469,2274,itagui,Carlos Zapata
2698,ACH01,kalley,849,766,Envigado,Martha builes
1281,ACH43,kalley,2133,2372,itagui,Martha builes
3124,ACH43,kalley,1302,1274,Sabaneta,Jhon doe
2776,ACH01,rico,2259,2297,itagui,Ana Rubio
6997,ACH43,rico,1472,1089,Sabaneta,Jhon doe
231,ACH22,sony,1688,1527,La estrella,Martha builes
650,ACH22,kalley,291,342,Medellin,Carlos Zapata
4567,ACH01,kalley,1404,1041,Sabaneta,Ana Rubio
8175,ACH01,sony,2163,2264,itagui,Martha builes
387,ACH22,rico,1813,1597,La estrella,Pedro Perez
9522,ACH22,rico,544,559,Envigado,Martha builes
5949,ACH01,rico,1712,1599,La estrella,Carlos Zapata
8552,ACH01,rico,945,828,Envigado,Pedro Perez
8355,ACH01,kalley,1566,1949,La estrella,Martha builes
6267,ACH43,rico,235,444,Medellin,Ana Rubio
9841,ACH01,rico,2295,2244,itagui,Carlos Zapata
5541,ACH22,sony,731,716,Envigado,Pedro Perez
8675,ACH22,kalley,1571,1838,La estrella,Martha builes
2773,ACH43,sony,363,341,Medellin,Jhon doe
5469,ACH22,sony,1214,1481,Sabaneta,Jhon doe
3158,ACH22,sony,166,259,Medellin,Martha builes
9295,ACH43,rico,2136,2290,itagui,Ana Rubio
1863,ACH43,sony,1895,1637,La estrella,Carlos Zapata
2209,ACH43,kalley,1763,1608,La estrella,Ana Rubio
3010,ACH43,sony,1158,1384,Sabaneta,Martha builes
8604,ACH43,sony,1141,1351,Sabaneta,Carlos Zapata
6101,ACH43,rico,577,808,Envigado,Martha builes
6927,ACH01,sony,753,681,Envigado,Martha builes
8165,ACH22,kalley,659,755,Envigado,Pedro Perez
7342,ACH22,kalley,1397,1458,Sabaneta,Ana Rubio
2820,ACH43,kalley,1325,1424,Sabaneta,Martha builes
5794,ACH43,rico,1094,1272,Sabaneta,Ana Rubio
6379,ACH22,sony,380,275,Medellin,Carlos Zapata
5868,ACH01,rico,1901,1716,La estrella,Carlos Zapata
758,ACH01,kalley,2382,2482,itagui,Ana Rubio
5807,ACH43,kalley,410,415,Medellin,Ana Rubio
747,ACH01,kalley,473,381,Medellin,Carlos Zapata
7200,ACH22,sony,458,474,Medellin,Carlos Zapata
5153,ACH01,sony,2169,2496,itagui,Pedro Perez
3816,ACH22,rico,1016,1462,Sabaneta,Pedro Perez
8847,ACH22,kalley,2080,2149,itagui,Martha builes
9363,ACH22,rico,472,203,Medellin,Pedro Perez
5862,ACH01,kalley,488,172,Medellin,Jhon doe
6175,ACH01,sony,100,462,Medellin,Martha builes
9256,ACH43,kalley,2212,2440,itagui,Jhon doe
9440,ACH22,kalley,2453,2460,itagui,Carlos Zapata
5420,ACH01,kalley,1434,1469,Sabaneta,Pedro Perez
3274,ACH22,kalley,1979,1813,La estrella,Jhon doe
4017,ACH22,rico,1258,1088,Sabaneta,Carlos Zapata
52,ACH43,kalley,2470,2245,itagui,Jhon doe
8750,ACH43,sony,2479,2450,itagui,Martha builes
6950,ACH22,rico,635,860,Envigado,Carlos Zapata
6310,ACH22,rico,2354,2498,itagui,Ana Rubio
3060,ACH01,sony,1397,1438,Sabaneta,Carlos Zapata
2376,ACH43,sony,854,514,Envigado,Carlos Zapata
8764,ACH43,rico,337,299,Medellin,Pedro Perez
8851,ACH01,sony,2113,2286,itagui,Carlos Zapata
3278,ACH01,kalley,2009,2253,itagui,Martha builes
6714,ACH22,rico,387,468,Medellin,Jhon doe
3472,ACH43,rico,712,610,Envigado,Martha builes
8153,ACH01,kalley,529,637,Envigado,Carlos Zapata
328,ACH22,rico,1857,1868,La estrella,Pedro Perez
96,ACH22,kalley,2219,2334,itagui,Carlos Zapata
5679,ACH22,rico,2127,2199,itagui,Martha builes
5339,ACH01,kalley,623,953,Envigado,Martha builes
577,ACH43,rico,1966,1708,La estrella,Carlos Zapata
7609,ACH22,sony,322,479,Medellin,Jhon doe
620,ACH22,rico,161,164,Medellin,Ana Rubio
7707,ACH43,kalley,2421,2483,itagui,Ana Rubio
5893,ACH43,rico,327,338,Medellin,Ana Rubio
9508,ACH01,rico,223,246,Medellin,Jhon doe
7554,ACH43,sony,1546,1929,La estrella,Ana Rubio
5829,ACH43,kalley,1894,1671,La estrella,Carlos Zapata
97,ACH43,rico,2304,2455,itagui,Pedro Perez
5248,ACH01,sony,871,849,Envigado,Carlos Zapata
8466,ACH01,sony,2015,2397,itagui,Pedro Perez
5884,ACH22,rico,2304,2167,itagui,Carlos Zapata
3511,ACH01,kalley,1281,1073,Sabaneta,Martha builes
7894,ACH43,rico,1183,1269,Sabaneta,Martha builes
1102,ACH22,kalley,700,873,Envigado,Pedro Perez
9296,ACH43,sony,1612,1823,La estrella,Martha builes
2871,ACH22,rico,127,148,Medellin,Ana Rubio
6122,ACH01,rico,288,477,Medellin,Ana Rubio
742,ACH22,kalley,2333,2195,itagui,Jhon doe
2149,ACH01,sony,1167,1482,Sabaneta,Pedro Perez
2128,ACH22,kalley,841,951,Envigado,Ana Rubio
2787,ACH43,sony,2045,2361,itagui,Carlos Zapata
5618,ACH22,kalley,958,987,Envigado,Martha builes
5907,ACH43,kalley,1580,1792,La estrella,Ana Rubio
723,ACH01,rico,593,597,Envigado,Pedro Perez
9749,ACH22,rico,734,754,Envigado,Jhon doe
3541,ACH01,kalley,2495,2220,itagui,Pedro Perez
6597,ACH22,rico,1539,1999,La estrella,Pedro Perez
3555,ACH01,sony,974,724,Envigado,Jhon doe
3793,ACH01,sony,787,579,Envigado,Carlos Zapata
4949,ACH22,rico,1493,1368,Sabaneta,Carlos Zapata
1476,ACH01,sony,1934,1932,La estrella,Martha builes
7175,ACH22,sony,189,492,Medellin,Carlos Zapata
4094,ACH43,sony,1619,1868,La estrella,Jhon doe
8942,ACH01,sony,580,720,Envigado,Ana Rubio
6993,ACH22,rico,859,551,Envigado,Pedro Perez
1164,ACH01,kalley,1902,1956,La estrella,Ana Rubio
2920,ACH22,sony,322,397,Medellin,Ana Rubio
1105,ACH43,kalley,1871,1926,La estrella,Martha builes
2820,ACH22,rico,1169,1150,Sabaneta,Jhon doe
4922,ACH22,sony,1633,1703,La estrella,Carlos Zapata
8530,ACH43,kalley,2094,2186,itagui,Martha builes
6168,ACH01,kalley,547,614,Envigado,Ana Rubio
2728,ACH43,kalley,921,574,Envigado,Ana Rubio
7856,ACH43,kalley,614,640,Envigado,Carlos Zapata
5416,ACH22,kalley,202,238,Medellin,Jhon doe
4708,ACH22,kalley,2246,2497,itagui,Carlos Zapata
5571,ACH01,sony,235,275,Medellin,Pedro Perez
5757,ACH01,sony,1123,1474,Sabaneta,Ana Rubio
4924,ACH22,kalley,2481,2273,itagui,Pedro Perez
8714,ACH22,kalley,1389,1232,Sabaneta,Pedro Perez
1385,ACH43,kalley,492,283,Medellin,Carlos Zapata
1956,ACH43,sony,1599,1904,La estrella,Carlos Zapata
9568,ACH22,rico,1372,1128,Sabaneta,Jhon doe
6555,ACH22,sony,306,299,Medellin,Ana Rubio
2520,ACH22,kalley,2472,2437,itagui,Pedro Perez
4325,ACH22,kalley,2155,2185,itagui,Carlos Zapata
696,ACH01,kalley,2029,2154,itagui,Martha builes
4710,ACH43,rico,1935,1699,La estrella,Martha builes
8692,ACH22,sony,2320,2388,itagui,Pedro Perez
2649,ACH43,kalley,1204,1293,Sabaneta,Jhon doe
3800,ACH01,rico,1891,1935,La estrella,Carlos Zapata
7804,ACH01,kalley,160,236,Medellin,Ana Rubio
3852,ACH01,rico,1110,1216,Sabaneta,Martha builes
3924,ACH43,kalley,1590,1557,La estrella,Martha builes
5058,ACH01,rico,910,627,Envigado,Martha builes
8855,ACH43,rico,716,657,Envigado,Ana Rubio
5337,ACH01,sony,503,994,Envigado,Carlos Zapata
809,ACH22,rico,687,583,Envigado,Ana Rubio
9025,ACH01,sony,1840,1674,La estrella,Jhon doe
5375,ACH43,sony,800,532,Envigado,Carlos Zapata
3195,ACH01,sony,1655,1915,La estrella,Carlos Zapata
7647,ACH22,kalley,459,218,Medellin,Martha builes
7112,ACH22,sony,2048,2234,itagui,Jhon doe
1854,ACH22,rico,2072,2350,itagui,Pedro Perez
51,ACH43,sony,1791,1692,La estrella,Martha builes
2532,ACH01,rico,2227,2358,itagui,Pedro Perez
5014,ACH43,rico,225,157,Medellin,Pedro Perez
7574,ACH22,kalley,910,819,Envigado,Pedro Perez
1046,ACH01,rico,1703,1527,La estrella,Martha builes
7049,ACH01,kalley,1259,1076,Sabaneta,Martha builes
1659,ACH22,kalley,279,188,Medellin,Pedro Perez
2296,ACH22,sony,1739,1834,La estrella,Martha builes
5988,ACH22,kalley,2404,2260,itagui,Carlos Zapata
2519,ACH43,sony,2473,2413,itagui,Carlos Zapata
1728,ACH01,sony,2354,2103,itagui,Jhon doe
6447,ACH22,kalley,2370,2286,itagui,Jhon doe
7796,ACH22,kalley,1832,1503,La estrella,Carlos Zapata
6173,ACH22,kalley,1691,1648,La estrella,Carlos Zapata
9373,ACH22,kalley,2173,2276,itagui,Martha builes
1265,ACH22,sony,1674,1971,La estrella,Jhon doe
3369,ACH01,rico,2198,2332,itagui,Carlos Zapata
737,ACH43,sony,2123,2247,itagui,Ana Rubio
4547,ACH22,sony,1480,1240,Sabaneta,Jhon doe
6190,ACH01,sony,1000,805,Envigado,Ana Rubio
7797,ACH43,kalley,2256,2307,itagui,Carlos Zapata
4301,ACH01,kalley,1122,1234,Sabaneta,Ana Rubio
1067,ACH01,sony,1060,1328,Sabaneta,Carlos Zapata
8998,ACH22,kalley,2157,2237,itagui,Ana Rubio
5186,ACH43,kalley,2102,2361,itagui,Ana Rubio
990,ACH22,kalley,2475,2088,itagui,Martha builes
6081,ACH01,kalley,2286,2494,itagui,Jhon doe
7346,ACH01,sony,1267,1179,Sabaneta,Martha builes
3202,ACH43,sony,2004,2339,itagui,Pedro Perez
5160,ACH22,sony,1465,1339,Sabaneta,Jhon doe
7478,ACH01,kalley,634,866,Envigado,Pedro Perez
7527,ACH43,rico,496,412,Medellin,Pedro Perez
1444,ACH43,rico,1478,1263,Sabaneta,Martha builes
3201,ACH22,rico,717,835,Envigado,Pedro Perez
1542,ACH01,kalley,2362,2390,itagui,Martha builes
7969,ACH22,kalley,767,957,Envigado,Jhon doe
1454,ACH22,sony,1432,1119,Sabaneta,Pedro Perez
5861,ACH01,sony,1702,1682,La estrella,Pedro Perez
5896,ACH01,kalley,796,861,Envigado,Carlos Zapata
2218,ACH01,kalley,1161,1149,Sabaneta,Ana Rubio
1893,ACH22,kalley,1330,1344,Sabaneta,Carlos Zapata
8229,ACH01,rico,409,155,Medellin,Ana Rubio
1190,ACH22,sony,1023,1337,Sabaneta,Jhon doe
4880,ACH01,rico,2500,2460,itagui,Martha builes
2137,ACH43,rico,1135,1322,Sabaneta,Martha builes
4910,ACH22,kalley,2162,2482,itagui,Ana Rubio
9447,ACH22,sony,2201,2309,itagui,Ana Rubio
5277,ACH43,sony,333,460,Medellin,Carlos Zapata
3318,ACH22,kalley,980,707,Envigado,Ana Rubio
4593,ACH43,rico,2031,2422,itagui,Pedro Perez
8308,ACH01,rico,1716,1574,La estrella,Martha builes
2048,ACH01,kalley,1409,1448,Sabaneta,Martha builes
1933,ACH22,kalley,305,169,Medellin,Jhon doe
5133,ACH22,kalley,1722,1576,La estrella,Jhon doe
3342,ACH43,sony,1633,1825,La estrella,Martha builes
3657,ACH01,rico,283,166,Medellin,Ana Rubio
5157,ACH22,kalley,141,262,Medellin,Jhon doe
2329,ACH22,rico,2402,2498,itagui,Jhon doe
2401,ACH22,rico,349,237,Medellin,Pedro Perez
8660,ACH22,kalley,1318,1488,Sabaneta,Ana Rubio
9914,ACH22,kalley,939,854,Envigado,Carlos Zapata
3784,ACH43,rico,1052,1048,Sabaneta,Carlos Zapata
1927,ACH43,kalley,530,797,Envigado,Martha builes
8219,ACH43,rico,1327,1049,Sabaneta,Carlos Zapata
2013,ACH43,sony,1738,1523,La estrella,Ana Rubio
1223,ACH43,kalley,1362,1430,Sabaneta,Pedro Perez
140,ACH22,kalley,181,279,Medellin,Jhon doe
4022,ACH01,sony,1781,1633,La estrella,Ana Rubio
9687,ACH43,rico,214,153,Medellin,Jhon doe
9172,ACH01,sony,785,712,Envigado,Carlos Zapata
4678,ACH22,kalley,768,652,Envigado,Ana Rubio
6330,ACH43,kalley,400,206,Medellin,Pedro Perez
9807,ACH22,kalley,1947,1804,La estrella,Martha builes
2422,ACH43,kalley,1358,1052,Sabaneta,Carlos Zapata
2283,ACH01,sony,1658,1762,La estrella,Jhon doe
534,ACH01,sony,1977,1837,La estrella,Martha builes
2846,ACH22,kalley,1613,1824,La estrella,Jhon doe
2673,ACH43,sony,1894,1920,La estrella,Ana Rubio
2836,ACH01,rico,228,161,Medellin,Carlos Zapata
4646,ACH43,rico,975,735,Envigado,Ana Rubio
7608,ACH22,kalley,2402,2345,itagui,Martha builes
7623,ACH43,sony,1230,1103,Sabaneta,Jhon doe
6463,ACH43,sony,258,129,Medellin,Ana Rubio
1549,ACH22,kalley,970,505,Envigado,Carlos Zapata
1619,ACH22,rico,2079,2471,itagui,Pedro Perez
8773,ACH43,sony,1207,1302,Sabaneta,Pedro Perez
1417,ACH43,rico,180,377,Medellin,Carlos Zapata
4476,ACH43,kalley,1987,1790,La estrella,Ana Rubio
8548,ACH22,kalley,2299,2450,itagui,Martha builes
7712,ACH22,sony,252,277,Medellin,Jhon doe
3108,ACH01,kalley,392,109,Medellin,Jhon doe
4149,ACH43,sony,1304,1428,Sabaneta,Carlos Zapata
3353,ACH22,sony,825,756,Envigado,Pedro Perez
6722,ACH43,rico,1816,1585,La estrella,Carlos Zapata
1688,ACH43,kalley,776,762,Envigado,Martha builes
5681,ACH01,kalley,1145,1171,Sabaneta,Pedro Perez
1108,ACH43,rico,341,486,Medellin,Martha builes
6322,ACH43,rico,230,395,Medellin,Pedro Perez
